מחלקה,ברקוד,פריט,ספק,01/09/2025,עלות,מחיר מכירה,כמות במלאי,כמות מינימלי,כמות מקסימלי,"סה""כ עלות","סה""כ מכירה"
אפיה ומטבח,6.92354E+12,סט 3 קפ' לב נקודות לבן,"דקל יבוא ויצור דברי נוי בע""מ ",24/11/2025,16,35,6,,,96,210
אפיה ומטבח,6.92354E+12,סט 3 קפ' קרטון לב חלון דופן לבן,"דקל יבוא ויצור דברי נוי בע""מ ",24/11/2025,32,55,6,,,192,330
אפיה ומטבח,7.29002E+12,סט 4 מגירות איחסון בד משובץ לבן,"אליס אריזות מתנה בע""מ ",08/02/2026,44.84,60,6,,,269.04,360
אפיה ומטבח,7.29001E+12,סט 4 מגירות טבעי פלוס בד לבן תחרה סביב,"אליס אריזות מתנה בע""מ ",29/12/2025,91.33,60,2,,,182.66,120
אפיה ומטבח,7.29012E+12,סט 5 קולבים שקוף אקרילי,"פעמית תבניכל שיווק בע""מ ",29/12/2025,5.78,12,24,,,138.72,288
אפיה ומטבח,7.29001E+12,סט איפור חדש,"המרשלג  פרלינס בע""מ ",29/12/2025,20.53,35,4,,,82.12,140
אפיה ומטבח,7.29001E+12,סט בר מצווה,"המרשלג  פרלינס בע""מ ",13/01/2026,21.24,36,4,,,84.96,144
אפיה ומטבח,7.29002E+12,סט בת מצווה,"המרשלג  פרלינס בע""מ ",13/01/2026,21.24,42,3,,,63.72,126
אפיה ומטבח,7.29062E+12,סט חותכני אותיות עברית מעורב צבעים,דולפין יבוא ושיווק ,01/02/2026,11.68,22,5,,,58.4,110
אפיה ומטבח,7.29062E+12,סט חותכנים לעוגיות ריבה,דולפין יבוא ושיווק ,13/01/2026,17.58,32,6,,,105.48,192
אפיה ומטבח,7.29011E+12,סט כוס קידוש וצלוחית זכוכית,"י.סולומון חוויה שבכלי בע""מ",01/09/2025,25.2,45,12,,,302.4,540
אפיה ומטבח,2.99062E+12,סט כוסות מדידה פלסטיק,דולפין יבוא ושיווק ,11/01/2026,10.03,18,5,,,50.15,90
אפיה ומטבח,7.29012E+12,"סט כוסות שופ 200 מ""ל 6 יחי'","פעמית תבניכל שיווק בע""מ ",13/01/2026,5.78,12,29,0,0,167.62,348
אפיה ומטבח,6.92024E+12,סט כוסות תה, ספק כללי,11/01/2026,29.5,55,2,,,59,110
אפיה ומטבח,2.99062E+12,סט כפיות מדידה פלסטיק,דולפין יבוא ושיווק ,11/01/2026,4.72,8,6,,,28.32,48
אפיה ומטבח,6.92466E+12,סט מיכלי זכוכית שמן/חומץ/סוייה, ספק כללי,11/01/2026,17.7,35,3,,,53.1,105
אפיה ומטבח,8.68147E+12,סט מיכלי תבלינים 3 יחי', ספק כללי,11/01/2026,5.31,10,6,,,31.86,60
אפיה ומטבח,6.58341E+12,סט סירים אינדוקציה, ספק כללי,14/01/2026,126.26,250,2,,,252.52,500
אפיה ומטבח,7.29011E+12,"סט סכו""ם 24 חלקים דגם שיש","י.סולומון חוויה שבכלי בע""מ",14/01/2026,26.22,55,12,,,314.64,660
אפיה ומטבח,7.29011E+12,"סט סכו""ם LEATHER","סקטור אפיקים בע""מ ",08/02/2026,0.01,50,33,,,0.33,1650
אפיה ומטבח,7.29012E+12,"סט סכו""ם TREND SILVER","סקטור אפיקים בע""מ ",08/02/2026,40.12,72,12,,,481.44,864
אפיה ומטבח,7.29012E+12,סט סכום פנינה 30 יחי' 10 מז 10 סכ 10 כף,"פעמית תבניכל שיווק בע""מ ",08/02/2026,7.67,14,20,,,153.4,280
אפיה ומטבח,7.29012E+12,סט סכום פנינה 30 יחי' 10 מז 10 סכ 10 כף,"פעמית תבניכל שיווק בע""מ ",08/02/2026,7.67,14,16,,,122.72,224
אפיה ומטבח,7.29012E+12,סט סכום פנינה 30 יחי' 10מז 10 סכ 10 כף,"פעמית תבניכל שיווק בע""מ ",14/01/2026,7.67,14,20,,,153.4,280
אפיה ומטבח,7.29012E+12,סט סכום פנינה 30 יחי' 10מז 10 סכ 10 כף,"פעמית תבניכל שיווק בע""מ ",15/01/2026,7.67,14,20,,,153.4,280
אפיה ומטבח,7.29012E+12,סט סכיני שף SANTOKU,"סקטור אפיקים בע""מ ",12/02/2026,11.8,22,24,,,283.2,528
אפיה ומטבח,6.92354E+12,סט סלסלה בד אובלי קרם /זהב,"דקל יבוא ויצור דברי נוי בע""מ ",13/01/2026,40,68,3,,,120,204
אפיה ומטבח,6.92354E+12,סט סלסלה בד אובלי שחור/כסף,"דקל יבוא ויצור דברי נוי בע""מ ",08/12/2025,40,65,12,,,480,780
אפיה ומטבח,7.29062E+12,סט פלטות צבעוניות,דולפין יבוא ושיווק ,02/02/2026,11.8,22,6,,,70.8,132
אפיה ומטבח,7.29002E+12,"סט צלחות 7"" ו 10 "" אבן שיש","דנטס אריזות בע""מ",01/09/2025,10.5,17,60,,,630,1020
אפיה ומטבח,7.29002E+12,"סט צלחות 7""+10"" כתום/כחול/לבן/סגול/שחור","דנטס אריזות בע""מ",29/01/2026,8.85,16,113,,,1000.05,1808
אפיה ומטבח,7.29012E+12,"סט צלחות לבן+זהב  סוהו גולד ""10+""7","נ.ש.מ יבוא שיווק והפצה בע""מ ",29/01/2026,10.09,16,53,,,534.77,848
אפיה ומטבח,7.29012E+12,סט צלחות ספיר 8 יחי' גדול + 8 יחי קטן,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,11.68,20,12,,,140.16,240
אפיה ומטבח,7.29012E+12,סט צלחות ספיר פנינה 8 יחי גדול + 8 יחי קטן,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,11.68,20,12,,,140.16,240
אפיה ומטבח,7.29012E+12,סט צלחות קרם +זהב סוהו גולד,"נ.ש.מ יבוא שיווק והפצה בע""מ ",12/01/2026,9.56,16,6,,,57.36,96
אפיה ומטבח,7.29012E+12,סט צלחות שקוף+זהב סוהו גולד,"נ.ש.מ יבוא שיווק והפצה בע""מ ",01/09/2025,9.56,16,15,,,143.4,240
אפיה ומטבח,7.29012E+12,סט קולבים אר' 6,"פעמית תבניכל שיווק בע""מ ",08/02/2026,5.31,9,22,,,116.82,198
אפיה ומטבח,7.29E+12,סט קירצופית הקסם אר' 3,"פעמית תבניכל שיווק בע""מ ",08/02/2026,2.83,10,45,0,0,127.35,450
אפיה ומטבח,7.29012E+12,סט שירותים יוקרתי אובל 5L אבן,"פעמית תבניכל שיווק בע""מ ",08/02/2026,68.44,120,6,,,410.64,720
אפיה ומטבח,7.29012E+12,סט שירותים יוקרתי אובל 5L פאנקי מוקה,"פעמית תבניכל שיווק בע""מ ",01/09/2025,68.44,120,6,,,410.64,720
אפיה ומטבח,7.29012E+12,סט שירותים יוקרתי אובל 5L תכלת רטרו,"פעמית תבניכל שיווק בע""מ ",01/09/2025,68.44,120,6,,,410.64,720
אפיה ומטבח,7.75986E+12,סט תה קפה סוכר אקרילי,"רוי מרקטינג יבוא בע""מ ",24/11/2025,35.4,60,6,0,0,212.4,360
אפיה ומטבח,6.92354E+12,סטנד לעוגה לבן,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,0,18,1,0,0,0,18
אפיה ומטבח,7.29002E+12,סיגרס לבן +בד שמנת L,"אליס אריזות מתנה בע""מ ",01/09/2025,23.79,50,3,,,71.37,150
אפיה ומטבח,7.29002E+12,סילאן טבעי 100% צנצנת 380 גר',נאמן לאורך זמן ,01/09/2025,8.38,14,10,0,0,83.8,140
אפיה ומטבח,7.29002E+12,סילאן לחיץ 100% טבעי 500 גר',נאמן לאורך זמן ,26/01/2026,12.92,20,12,0,0,155.04,240
אפיה ומטבח,607741,סינר חד פעמי 100 יחידות,"דנטס אריזות בע""מ",13/01/2026,11.8,20,18,0,0,212.4,360
אפיה ומטבח,7.29001E+12,סינרים פלסטיק 1/100 בניילון,"פעמית תבניכל שיווק בע""מ ",03/12/2025,10.62,20,10,,,106.2,200
אפיה ומטבח,361234,סיר חד פעמי כ 5.4 לי' לא לשמן,"מחטף יבוא ושיווק בע""מ ",13/01/2026,4.46,8,100,,,446,800
אפיה ומטבח,36123,סיר חד פעמי עג 4 לי',"מחטף יבוא ושיווק בע""מ ",01/09/2025,3.4,9,100,,,340,900
אפיה ומטבח,36148,סיר חד פעמי קטן 1.1 לי',"מחטף יבוא ושיווק בע""מ ",03/12/2025,1.38,3,200,,,276,600
אפיה ומטבח,7.29001E+12,סיר למיקרוגל,"רוי מרקטינג יבוא בע""מ ",29/01/2026,10.5,20,10,0,0,105,200
אפיה ומטבח,3642,סיר מלבני חד פעמי,"מחטף יבוא ושיווק בע""מ ",01/09/2025,3.72,9,200,,,744,1800
אפיה ומטבח,34903,סיר פלא גדול תפזורת,"מחטף יבוא ושיווק בע""מ ",01/09/2025,2.18,4,100,,,218,400
אפיה ומטבח,7.29001E+12,"סירופ בטעם מלבי 750 מ""ל",נאמן לאורך זמן ,28/11/2025,15.1,21,9,0,0,135.9,189
אפיה ומטבח,7.29001E+12,סירופ בטעם שוקולד לחיץ 700 גר',נאמן לאורך זמן ,02/12/2025,11.09,18,10,0,0,110.9,180
אפיה ומטבח,6.93493E+11,סירופ גלוקוזה 500 גר',שף קונדיטור,01/09/2025,20.53,30,4,,,82.12,120
אפיה ומטבח,7.29002E+12,"סירופ מייפל טהור 100% זכוכית 250 מ""ל",נאמן לאורך זמן ,12/01/2026,25.84,38,10,,,258.4,380
אפיה ומטבח,7.29001E+12,סירופ מייפל לחיץ 700 גר',נאמן לאורך זמן ,01/01/2026,9.97,17,5,0,0,49.85,85
אפיה ומטבח,7.29012E+12,סכומון אובלי,"פעמית תבניכל שיווק בע""מ ",01/01/2026,8.85,16,23,,,203.55,368
אפיה ומטבח,7.29011E+12,סכין זהב 10 יח' כתר,"נטו מלינדה סחר בע""מ",01/01/2026,4.13,8,27,,,111.51,216
אפיה ומטבח,7.29011E+12,סכין כסף 10יח' כתר,"נטו מלינדה סחר בע""מ",01/01/2026,3.42,6,34,,,116.28,204
אפיה ומטבח,7.29011E+12,סכין נצנץ זהב 10 יחי',"נטו מלינדה סחר בע""מ",25/01/2026,4.13,7,32,,,132.16,224
אפיה ומטבח,7.29011E+12,סכין נצנץ כסף 10 יחי',"נטו מלינדה סחר בע""מ",02/02/2026,3.42,6,31,,,106.02,186
אפיה ומטבח,8.35811E+11,סכינים מידיום 50 יחי' שקוף,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,2.6,5,37,,,96.2,185
אפיה ומטבח,7.29001E+12,סכינים פרימיום שחור אר' 50,"דנטס אריזות בע""מ",24/11/2025,2.24,4,40,,,89.6,160
אפיה ומטבח,7.10255E+12,סל כביסה דגם יוניק מפואר מתקפל,"רוי מרקטינג יבוא בע""מ ",24/11/2025,87.91,150,3,0,0,263.73,450
אפיה ומטבח,7.29002E+12,סל פיקניק ידיות חבל 35X25X15,"אליס אריזות מתנה בע""מ ",24/11/2025,25.49,45,3,,,76.47,135
אפיה ומטבח,7.29001E+12,סל פקניק,"אליס אריזות מתנה בע""מ ",24/11/2025,52.68,85,1,,,52.68,85
אפיה ומטבח,7.29002E+12,סל קש טבעי תפור ידיות עור עגול גדול,"אליס אריזות מתנה בע""מ ",04/09/2025,16.99,40,2,,,33.98,80
אפיה ומטבח,7.29002E+12,סל קש טבעי תפור ידיות עור עגול קטן,"אליס אריזות מתנה בע""מ ",12/01/2026,16.99,30,3,,,50.97,90
אפיה ומטבח,7.29012E+12,סלוטייפ שלישיה כ 20 מ,"פעמית תבניכל שיווק בע""מ ",12/01/2026,1.12,3,14,,,15.68,42
אפיה ומטבח,7.29012E+12,סלסלה פלסטיק פרח בינוני + מכסה,"פעמית תבניכל שיווק בע""מ ",14/01/2026,8.85,18,12,,,106.2,216
אפיה ומטבח,7.29012E+12,סלסלה פלסטיק פרח גדול + מכסה,"פעמית תבניכל שיווק בע""מ ",22/01/2026,11.68,22,12,,,140.16,264
אפיה ומטבח,7.29011E+13,סלסלת רשת ובמבוק 21*33,"סקטור אפיקים בע""מ ",03/12/2025,15.1,27,12,,,181.2,324
אפיה ומטבח,7.29011E+12,סנוקליר 1לי' בלו בלוס,"החברה הדרומית לשיווק בע""מ ",01/09/2025,8.5,13,11,,,93.5,143
אפיה ומטבח,7.29011E+12,ספארק משאבה קלאסי 1 לי',"החברה הדרומית לשיווק בע""מ ",01/12/2025,9.56,15,8,,,76.48,120
אפיה ומטבח,7.29E+12,ספוג ליפה טבעי קבוצה B,נאמן לאורך זמן ,01/09/2025,7.79,14,11,0,0,85.69,154
אפיה ומטבח,3.80072E+12,ספוג סקוטש-10 יחי' SHINY,"מ.א ייצור ויבוא מטליות בע""מ",01/09/2025,2.89,6,20,,,57.8,120
אפיה ומטבח,7.29012E+12,ספוג פלא חתוך אר' 6,"פעמית תבניכל שיווק בע""מ ",20/01/2026,2.83,6,19,0,0,53.77,114
אפיה ומטבח,7.29002E+12,ספריי חיטוי אלכוהול70% 100 מל,נאמן לאורך זמן ,01/02/2026,5.07,9,19,0,0,96.33,171
אפיה ומטבח,6.9574E+11,ספריי סקאיי ריח מעורב,"פטרוטק בע""מ",18/12/2025,11.21,18,12,,,134.52,216
אפיה ומטבח,7.29012E+12,"ספריי שלג מסיבה 480/65/342ג' 1000 מ""ל",שמחה זה אנחנו,18/12/2025,4.13,10,36,,,148.68,360
אפיה ומטבח,7.29012E+12,"סרט סאטן 25 יארד 2 ס""מ ורוד בייבי",שמחה זה אנחנו,18/12/2025,3.49,7,9,,,31.41,63
אפיה ומטבח,7.29012E+12,"סרט סטאן קרם 25 יארד 2 ס""מ",שמחה זה אנחנו,18/12/2025,3.49,7,12,,,41.88,84
אפיה ומטבח,7.29012E+12,"סרט סטאן רוז גולד 25 יארד 2ס""מ",שמחה זה אנחנו,02/12/2025,3.49,7,12,,,41.88,84
אפיה ומטבח,7.29012E+12,"סרט סטאן שחור 25 יארד 2 ס""מ",שמחה זה אנחנו,25/01/2026,3.49,7,8,,,27.92,56
אפיה ומטבח,7.29012E+12,"עגלת שוק דגם ""אירופה""","י.סולומון חוויה שבכלי בע""מ",25/01/2026,33.04,75,7,,,231.28,525
אפיה ומטבח,7.10255E+12,עגלת שירות אקרילי 3 קומות,"רוי מרקטינג יבוא בע""מ ",01/09/2025,82.6,140,3,,,247.8,420
אפיה ומטבח,7.10255E+12,עגלת שירות אקרילי 4 קומות,"רוי מרקטינג יבוא בע""מ ",01/09/2025,100.3,160,4,,,401.2,640
אפיה ומטבח,7.29002E+12,עוגיות קרם סנדוויץ במארז 900 גר' כחול,נאמן לאורך זמן ,01/09/2025,11.8,18,5,0,0,59,90
אפיה ומטבח,7.29002E+12,עוגיות קרם סנדוויץ במארז 900 גר' סגול,נאמן לאורך זמן ,01/09/2025,11.8,18,8,0,0,94.4,144
אפיה ומטבח,7.29002E+12,עוגיות קרם סנדוויץ במארז 900 גר' צהוב,נאמן לאורך זמן ,01/09/2025,11.8,18,2,0,0,23.6,36
אפיה ומטבח,7.29002E+12,עוגיות קרם סנדוויץ חום-לבן 360 גר',נאמן לאורך זמן ,01/09/2025,7.08,10,8,0,0,56.64,80
אפיה ומטבח,7.2901E+12,עוגת בראוניס להכנה מהירה 600 גר',נאמן לאורך זמן ,01/09/2025,12.86,19,6,0,0,77.16,114
אפיה ומטבח,7.29E+12,עוגת וניל אבקה להכנה 560 גר',נאמן לאורך זמן ,01/09/2025,12.63,19,6,0,0,75.78,114
אפיה ומטבח,7.2901E+12,עוגת פרג אבקה להכנה 560 גר',נאמן לאורך זמן ,01/09/2025,12.86,19,5,0,0,64.3,95
אפיה ומטבח,7.29E+12,עוגת שוקולד אבקה להכנה 560 גר',נאמן לאורך זמן ,06/01/2026,12.63,19,1,0,0,12.63,19
אפיה ומטבח,7.2901E+12,עוגת שיש אבקה להכנה 560 גר',נאמן לאורך זמן ,06/01/2026,12.86,19,5,0,0,64.3,95
אפיה ומטבח,7.29002E+12,עט סימון דק אדום,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק ורוד,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק חום,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק ירוק,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק כחול,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק כתום,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק סגול,"מנדלברג בע""מ",06/01/2026,6.84,12,1,,,6.84,12
אפיה ומטבח,7.29002E+12,עט סימון דק צהוב,"מנדלברג בע""מ",06/01/2026,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29002E+12,עט סימון דק שחור,"מנדלברג בע""מ",01/09/2025,6.84,12,6,,,41.04,72
אפיה ומטבח,7.29002E+12,עט סימון דק תכלת,"מנדלברג בע""מ",01/09/2025,6.84,12,2,,,13.68,24
אפיה ומטבח,7.29E+12,עטרות חום מס' 1.5,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,3.07,6,8,0,0,24.56,48
אפיה ומטבח,7.29E+12,עטרות חום מס' 3,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,3.66,7,11,0,0,40.26,77
אפיה ומטבח,7.29E+12,עטרות חום מס' 4,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,4.13,7,11,0,0,45.43,77
אפיה ומטבח,7.29E+12,עטרות חום מס' 5,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,4.6,8,6,0,0,27.6,48
אפיה ומטבח,7.29E+12,עטרות חום מספר 2,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,3.42,7,10,0,0,34.2,70
אפיה ומטבח,6.90241E+12,עלי גפן ממולאים באורז,נאמן לאורך זמן ,01/09/2025,10.5,15,14,0,0,147,210
אפיה ומטבח,8.35811E+11,עלים לקרמשניט 400 גר,"הנמל אריזות ושיווק 1984 בע""מ ",11/01/2026,11.68,18,19,0,0,221.92,342
אפיה ומטבח,7.29E+12,עץ ריח שלישיה,"סנרייז אבי בע""מ ",01/09/2025,5.9,10,55,0,0,324.5,550
אפיה ומטבח,7.29012E+12,"עציץ דקורטיבי 12/36 9*H ס,מ","י.סולומון חוויה שבכלי בע""מ",29/12/2025,19.47,35,9,,,175.23,315
אפיה ומטבח,6.92833E+12,עציץ נייר + גיפסנית מעורב 4 צבעים,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,10.09,18,9,0,0,90.81,162
אפיה ומטבח,7.29001E+12,ערכת יום הולדת,"המרשלג  פרלינס בע""מ ",04/01/2026,15.05,27,5,,,75.25,135
אפיה ומטבח,7.29001E+12,ערמונים קלופים וקלויים 100 גר',נאמן לאורך זמן ,26/01/2026,4.6,6,36,0,0,165.6,216
אפיה ומטבח,7.29001E+12,פבלובה עגולה לבנה,"רות פטיפורים בע""מ",01/02/2026,14.34,25,118,,,1692.12,2950
אפיה ומטבח,7.29012E+12,פומפה + מקל,"פעמית תבניכל שיווק בע""מ ",13/01/2026,2.95,10,24,,,70.8,240
אפיה ומטבח,7.29012E+12,פומפיה נרוסטה 9 אינץ ידית מעוגלת ש/ל,"י.סולומון חוויה שבכלי בע""מ",08/12/2025,13.12,22,12,,,157.44,264
אפיה ומטבח,2.99062E+12,"פותחן צנצנות אוניברסלי 23 ס""מ",דולפין יבוא ושיווק ,08/02/2026,10.5,18,6,,,63,108
אפיה ומטבח,7.29012E+12,פח 70 לי' גדול יוקרתי פלרמו כסוף,"פעמית תבניכל שיווק בע""מ ",08/02/2026,283.2,420,1,,,283.2,420
אפיה ומטבח,7.29012E+12,פח אובל דוושה 50 לי' יוקרטי ענק אבן,"פעמית תבניכל שיווק בע""מ ",08/02/2026,259.6,420,1,,,259.6,420
אפיה ומטבח,7.29012E+12,פח אובל דוושה 50 לי' יוקרתי ענק סהרה,"פעמית תבניכל שיווק בע""מ ",08/12/2025,259.6,420,1,,,259.6,420
